rank,player,nation,position,team,age,born,ninetys,goals,shots,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_from_free_kicks,penalties_made,penalties_attempted,expected_goals,non_penalty_expected_goals,non_penalty_expected_goals_per_shot,goals-expected_goals,non_penalty_goals-non_penalty_expected_goals
488,Jan Vertonghen,be BEL,DF,Tottenham,30,1987,35.6,0,24,3,12.5,0.67,0.08,0,0,21.9,0,0,0,1,1,0.04,-1,-1
489,Nikola Vlašić,hr CRO,"MF,FW",Everton,19,1997,6.4,0,5,1,20,0.78,0.16,0,0,17.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
490,Sam Vokes,wls WAL,FW,Burnley,27,1989,11.1,4,33,8,24.2,2.98,0.72,0.12,0.5,12.8,0,0,0,2.8,2.8,0.09,1.2,1.2
491,Michel Vorm,nl NED,GK,Tottenham,33,1983,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
492,Molla Wagué,ml MLI,DF,Watford,26,1991,4.9,1,3,1,33.3,0.62,0.21,0.33,1,7.6,0,0,0,0.4,0.4,0.13,0.6,0.6
493,Theo Walcott,eng ENG,"FW,MF",Arsenal,28,1989,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
494,Theo Walcott,eng ENG,FW,Everton,28,1989,12.8,3,19,8,42.1,1.48,0.62,0.16,0.38,14.6,0,0,0,2.5,2.5,0.13,0.5,0.5
495,Kyle Walker,eng ENG,DF,Manchester City,27,1990,30.9,0,13,1,7.7,0.42,0.03,0,0,24.4,1,0,0,0.6,0.6,0.05,-0.6,-0.6
496,Kyle Walker-Peters,eng ENG,DF,Tottenham,20,1997,2.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
497,Jonathan Walters,ie IRL,FW,Burnley,33,1983,0.4,0,1,0,0,2.31,0,0,,8.7,0,0,0,0.2,0.2,0.19,-0.2,-0.2
498,Aaron Wan-Bissaka,eng ENG,DF,Crystal Palace,19,1997,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
499,Victor Wanyama,ke KEN,MF,Tottenham,26,1991,9.4,1,12,3,25,1.28,0.32,0.08,0.33,23.1,0,0,0,0.5,0.5,0.04,0.5,0.5
500,Joel Ward,eng ENG,DF,Crystal Palace,27,1989,17.9,0,5,1,20,0.28,0.06,0,0,16.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
501,Stephen Ward,ie IRL,DF,Burnley,31,1985,27.3,1,6,1,16.7,0.22,0.04,0.17,1,17.2,0,0,0,0.3,0.3,0.06,0.7,0.7
502,James Ward-Prowse,eng ENG,"FW,MF",Southampton,22,1994,19.1,3,28,13,46.4,1.47,0.68,0.11,0.23,22.2,6,0,0,2.2,2.2,0.08,0.8,0.8
503,Ben Watson,eng ENG,MF,Watford,32,1985,5.1,0,1,0,0,0.2,0,0,,32.9,1,0,0,0.1,0.1,0.05,-0.1,-0.1
504,Danny Welbeck,eng ENG,"FW,MF",Arsenal,26,1990,13.3,5,32,13,40.6,2.41,0.98,0.16,0.38,14.5,0,0,0,5.5,5.5,0.17,-0.5,-0.5
505,Nahki Wells,bm BER,"FW,MF",Burnley,27,1990,0.6,0,3,1,33.3,4.91,1.64,0,0,16.2,0,0,0,0.6,0.6,0.19,-0.6,-0.6
506,Ashley Westwood,eng ENG,MF,Burnley,27,1990,12.3,0,8,1,12.5,0.65,0.08,0,0,19.7,0,0,0,0.6,0.6,0.08,-0.6,-0.6
507,Dean Whitehead,eng ENG,MF,Huddersfield,35,1982,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
508,Georginio Wijnaldum,nl NED,MF,Liverpool,26,1990,26.5,1,38,9,23.7,1.43,0.34,0.03,0.11,19,1,0,0,2.8,2.8,0.07,-1.8,-1.8
509,Ashley Williams,wls WAL,DF,Everton,32,1984,20.4,1,13,3,23.1,0.64,0.15,0.08,0.33,11.8,0,0,0,0.8,0.8,0.07,0.2,0.2
510,Danny Williams,us USA,MF,Huddersfield,28,1989,12.5,0,12,2,16.7,0.96,0.16,0,0,24.8,0,0,0,0.4,0.4,0.03,-0.4,-0.4
511,Willian,br BRA,"MF,FW",Chelsea,28,1988,21,6,53,23,43.4,2.52,1.1,0.09,0.22,19.8,5,1,1,5.5,4.7,0.09,0.5,0.3
512,Joe Willock,eng ENG,MF,Arsenal,17,1999,0.9,0,1,0,0,1.1,0,0,,13,0,0,0,0.1,0.1,0.08,-0.1,-0.1
513,Jack Wilshere,eng ENG,MF,Arsenal,25,1992,13.3,1,15,5,33.3,1.13,0.38,0.07,0.2,19,0,0,0,1.1,1.1,0.07,-0.1,-0.1
514,Callum Wilson,eng ENG,FW,Bournemouth,25,1992,22,8,53,19,35.8,2.41,0.86,0.15,0.42,13.6,0,0,0,7.6,7.6,0.14,0.4,0.4
515,Kevin Wimmer,at AUT,DF,Stoke City,24,1992,14.7,0,1,0,0,0.07,0,0,,16.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
516,Harry Winks,eng ENG,MF,Tottenham,21,1996,8.6,0,3,0,0,0.35,0,0,,29.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
517,Chris Wood,nz NZL,FW,Burnley,25,1991,18,10,39,24,61.5,2.16,1.33,0.26,0.42,12.3,0,0,0,7,7,0.19,3,3
518,Ben Woodburn,wls WAL,FW,Liverpool,17,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
519,Granit Xhaka,ch SUI,MF,Arsenal,24,1992,36.2,1,66,17,25.8,1.82,0.47,0.02,0.06,27.7,8,0,0,2.4,2.4,0.04,-1.4,-1.4
520,Claudio Yacob,ar ARG,MF,West Brom,30,1987,10,0,8,1,12.5,0.8,0.1,0,0,16.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
521,DeAndre Yedlin,us USA,DF,Newcastle Utd,24,1993,31.6,0,6,0,0,0.19,0,0,,26.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2
522,Maya Yoshida,jp JPN,DF,Southampton,28,1988,22.8,2,19,4,21.1,0.83,0.18,0.11,0.5,10.8,1,0,0,2,2,0.11,0,0
523,Ashley Young,eng ENG,DF,Manchester Utd,32,1985,27.1,2,18,4,22.2,0.66,0.15,0.11,0.5,21.9,3,0,0,0.8,0.8,0.04,1.2,1.2
524,Pablo Zabaleta,ar ARG,"DF,MF",West Ham,32,1985,36.5,0,6,1,16.7,0.16,0.03,0,0,14.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4
525,Wilfried Zaha,ci CIV,"FW,MF",Crystal Palace,24,1992,28.3,9,64,26,40.6,2.26,0.92,0.14,0.35,15,0,0,0,9.2,9.2,0.14,-0.2,-0.2
526,Davide Zappacosta,it ITA,"DF,MF",Chelsea,25,1992,12.2,1,25,9,36,2.05,0.74,0.04,0.11,20.3,0,0,0,1.4,1.4,0.06,-0.4,-0.4
527,Marvin Zeegelaar,nl NED,DF,Watford,26,1990,11,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
528,Oleksandr Zinchenko,ua UKR,DF,Manchester City,20,1996,5.9,0,5,2,40,0.85,0.34,0,0,31,0,0,0,0.1,0.1,0.02,-0.1,-0.1
529,Kurt Zouma,fr FRA,DF,Stoke City,22,1994,32.1,1,20,7,35,0.62,0.22,0.05,0.14,21,0,0,0,1.3,1.2,0.06,-0.3,-0.2
